Accuracy,BPM,Difficulty,Length,Title
8.0,171.0,4.504288196564286,82,whiz -TV.Ver-
9.0,175.0,5.296681404114286,47,Bunny Panic!!!
7.0,150.0,4.046454906464286,200,Heroine Syndrome
8.0,154.0,4.1253533363357135,86,Seishun Prologue
7.5,165.0,4.363103389742857,88,Shiawase ni Tsuite Watashi ga Shitteiru Itsutsu no Houhou
6.0,90.0,2.4586398601499995,103,Main Theme
8.0,220.0,4.0690703392,87,Morning Glory
8.5,206.0,5.27587032317857,37,sweets parade
8.0,111.0,5.350905895235714,106,Sayonara Heaven
8.0,98.0,4.481104850771428,111,Akikaze no Answer
8.0,143.0,3.5350883007071427,92,Million Clouds
7.0,131.0,3.3764424323999997,89,Fight for Judge
8.2,174.0,5.112004280092857,179,STARS ALIGN
8.0,166.0,4.477923393249999,117,Vulnerability
8.5,174.0,5.503125667571428,309,Moonbound feat. Yukacco (USAO Remix)
8.0,96.0,4.8572955131499995,302,Walkuere ga Tomaranai
8.5,190.0,5.551738739014286,103,nightbird lost wing
8.7,100.0,6.1179504394499995,160,Red Lips (Mendus Remix)
5.0,101.944,2.1623501777642855,276,Another Day In Paradise
7.0,163.5,4.717196464535714,67,...To Eternity
7.0,130.0,2.622539281842857,65,Ryuu no Ana
8.0,98.0,3.8965222835571423,309,Myoujin Henka
8.299999999999999,180.0,6.199221134185714,329,squartatrice vs. disperagioia
9.0,125.0,6.032518386842857,195,AS IF IT'S YOUR LAST
8.0,114.33,2.884573698042857,55,Parom & Polom
9.0,180.0,6.287211894985714,419,osu!memories
4.0,99.0,1.7657479047785714,54,Koi no Hime Hime Pettanko
8.7,178.0,5.297475337985714,380,Jet Loser
8.0,88.0,4.659369468685714,329,I'm glad you're evil too
7.0,150.0,4.051690578457142,155,Porta Vista
8.0,150.0,5.310688972471429,299,Yoiyami Datsugoku Hime
7.0,107.0,2.9653198719000002,163,Using You
8.0,162.0,4.6685709953285714,41,We are Number One
8.7,186.0,5.388672828671428,335,Super LOVE=Super LIVE!
9.399999999999999,199.0,7.631469249714286,294,Road of Resistance
8.0,128.0,4.451765060421429,186,Shut Up and Dance
8.6,175.0,5.232170581814285,329,Spectrum
8.0,140.0,4.652212142942857,294,Transformations Ft. Laura Brehm
10.0,254.0,7.781154632571429,338,Ages Die
8.0,166.0,4.3476819992071425,40,Chicken's Theme
9.5,225.5,7.6644501686428566,107,Glorious Crown
8.5,182.0,5.682358264921429,100,Straight Oath
8.0,96.0,4.647220134735714,354,Hikari no Senritsu
8.0,174.0,4.983160495757143,179,Taking Over (ft. Miyoki)
5.0,132.0,2.5527715683,88,Aoi Shiori(TV Ver.)
6.0,110.0,2.6164455413785714,40,MUZYKA NE MUZYKANTA 2 (feat. Snailkick)
6.0,64.3,3.5919675826999997,330,Can't Take My Eyes Off You
9.0,200.0,5.962881565092857,89,Hallelujah*Essaim
6.0,160.0,4.497705459592857,306,You and beautiful world
8.0,192.0,5.74269247055,306,Petals
7.5,88.0,4.2284450531,85,Nameless Heart(TV edit.)
8.6,120.0,5.387707710264286,396,Songs Compilation
9.0,112.0,5.783187389371428,86,Fingerbang
6.0,110.0,2.581543445585714,86,Dari Mata
9.5,196.0,6.286321163178571,163,GOOD NIGHT
8.5,170.0,5.363959312435714,97,To Adventures
8.0,172.0,4.644765853878571,263,Yonjuunana
7.0,160.0,4.318624496457143,154,Monotone no Tentai
8.0,198.0,4.6032557487500005,84,Kaze ga Fuku Machi (TV size)
9.0,89.5,6.371320724485714,352,Kuuchuu ni Shizumu Kishinjou ~ Counter-Clock World
8.0,170.0,4.566355228421428,111,Only time make your hapiness
7.6,170.0,4.345550060271428,180,Sakimori Renka (Long Version)
6.0,87.0,2.3790576458,299,Moshimo kara Kitto
7.0,160.0,4.178780555728571,55,S2 Trailer Theme
8.0,160.0,4.795800209042857,248,Flower Flag
4.0,112.0,2.2546036243428573,338,Tobidase Doubutsu no Mori Hourly Songs Compilation
8.0,123.0,3.7450077533714285,47,Quinoa
8.0,174.0,4.783733367921428,80,Watch Me
8.6,174.0,5.112787246707143,81,Hoohah (VIP Edit)
8.0,86.5,5.996354579928571,116,Azurite no Hitsugi
9.0,172.0,4.868012905121428,313,Skyshards
6.0,125.0,3.0236737728142855,201,Tell Me What To Do
5.0,116.0,2.6228771209714283,52,From a Flock of Crows
8.0,200.0,5.743120193478571,87,Hyadain's Jojo Yujo
8.0,142.0,4.453337669371428,29,Harumachi Clover
9.0,172.0,5.297586441042856,126,Doomsday
7.199999999999999,122.0,3.8116390705142855,111,Shiawase Iro
8.2,180.0,4.715957164764285,46,222 - wewewe
9.0,180.0,5.884361267092857,301,Sunglow
9.0,188.0,5.941638946535714,243,dorchadas
9.0,110.0,5.705266952514286,145,Ginga Tetsudou no Penguin ft. nicamoq (Stripe.P Remix)
8.0,85.0,4.424088954928571,134,glow
9.0,193.0,5.265651702878571,100,Une mage blanche
9.0,185.0,6.1824617385857135,297,Youkai no Yama ~ Mysterious Mountain
8.5,180.0,5.3806300163285705,83,Hakoniwa Logic
8.0,180.0,4.853052139285714,109,petit bonheur
7.0,110.0,2.81374025345,85,Shinkai Shoujo-piano ver.-
7.5,87.0,4.078950881957143,87,Innocence
8.0,179.0,5.326021194457143,86,Climber's High!
8.7,185.0,5.304756641385715,162,Kimi no Yozora Shoukaihan
8.5,165.0,4.7737030982999995,88,Hitorigoto -TV MIX-
8.0,160.0,5.426038265228571,145,All of you is all of me
7.5,148.0,4.405267238614286,85,Stella Breeze (TV Size)
7.0,149.0,3.933439016342857,320,echoes vocal. yanaginagi
8.0,80.2,4.159048557278571,87,Kara no Kokoro
8.5,173.0,5.224658012392857,117,Azurite no Hitsugi
8.0,165.0,4.793198585507143,90,Arcade Busters
9.5,176.0,5.991423606871429,314,Mahou Shoujo Chino (nenpulse bootleg remix)
8.6,165.0,5.447827816007143,335,Kimi no Shiranai Monogatari
9.0,201.0,6.565545082092856,82,Paradisus-Paradoxum
8.7,74.25,4.924274444578572,321,Labyrinth (feat. Miyoki)
9.0,96.0,5.819417953492857,106,Jiyuu no Hane
8.6,190.0,5.428887844085715,88,Chochocho! Yuru Yuri*Capriccio!!!
8.5,135.0,6.070227622985714,248,RHAPSODY OF BLUE SKY
7.5,100.0,4.220530986785714,371,EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel
8.2,175.0,5.134456634521428,90,We Are One (feat. Veela)
5.0,109.95,2.04340314865,88,Birth of a Hero
6.0,136.0,2.6255362033857144,61,Safari in Monbebe World
8.0,124.0,5.254980564114286,350,Holystone
8.5,174.0,5.318189144135714,307,Moonbound feat. Yukacco (USAO Remix)
9.0,178.0,6.266020774842858,362,Countdown to the Blue
8.799999999999999,190.0,5.157493114471428,44,I'll Be There For You (TV Version)
8.0,152.0,4.654527187349999,304,DREAMS OF AN ABSOLUTION (LB vs JS Remix)
8.5,189.5,5.096863746642857,310,Not Just Yet (Original Mix)
8.5,173.0,5.327336788178571,191,Kizuato
8.0,131.0,5.288346290585714,310,BEELZEBOSS (THE FINAL SHOWDOWN)
6.0,118.0,2.6203002929714287,96,Carnation
5.5,131.1,2.0123264789571427,44,Kagome-Kagome
5.0,130.0,5.229043960571428,318,Haito Atoriesta nite
8.0,180.0,4.986111164092857,296,Another Heaven
9.0,175.0,5.836954116821428,87,Hakkensha wa Watashi (Anime Size)
7.0,122.0,3.432414531707143,212,Framboise Lovers
7.0,60.66,3.398835182192857,85,Floria -TV Anime Size-
9.0,268.0,6.004052639007143,86,adrenaline!!! -TV Ver-
8.799999999999999,194.0,5.732948780057143,297,o'er the flood
9.0,180.0,5.615920543671429,302,Heaven's Race Guitar Style
7.5,138.0,3.8556418418857143,87,Fairy Tale -TV Size-
4.0,82.0,1.60504078865,53,like someone in love
8.0,187.0,5.483401298521429,186,Hito ni Yasashiku
8.799999999999999,145.0,5.00167655945,132,Views
7.699999999999999,144.0,3.836004018785714,92,Deadlock
8.5,195.0,6.537395000457142,310,STAR BEAT!~Hoshi no Kodou~
5.0,90.0,2.2892479896571425,110,Tsuki Usagi -Gekkouyoku-
7.199999999999999,125.0,4.249245643614286,93,Tsunagaranai Sekai
8.2,188.0,5.299719810485714,115,Kotonoha
8.0,190.0,4.705353260042857,88,Itteki no Eikyou (short ver.)
6.5,140.0,4.161127090457143,341,Beyond The Shadows
8.0,170.0,4.341745376585714,71,Watashi no Sekai
8.7,172.0,5.323961257935714,101,Yume Tourou
9.5,200.0,7.183687210071429,177,Chase Me
7.0,131.0,3.806001901628571,132,Vidro Moyou
7.3999999999999995,121.0,4.5441250801071424,330,singason
6.0,138.0,3.326123476028571,156,Katawaredoki
9.0,145.0,6.298209190371428,229,AMAZING BREAK
7.5,165.0,4.417637348178571,313,Setsugen Tir na nOg off vocal
9.6,250.0,7.566764354714285,173,Inai Sekai
6.0,132.0,2.524388313292857,36,Zen Zen Zense
8.0,84.0,5.288430690764286,226,Love your enemies
7.5,148.0,3.8668222427357137,85,Stella Breeze (TV Size)
6.0,124.0,3.320272445678571,166,Muah!
3.0,52.495,1.3758583068857142,164,House Of Cards (full length edition)
8.0,170.0,5.2583899498,308,one's future (you Remix)
8.1,80.25,5.077272892,343,Sayonara Memories
8.299999999999999,172.0,4.839209079742857,84,Nightmare
8.5,200.0,5.707239627835714,68,M.R.
9.0,200.0,6.019391536714285,153,fuego (sakuraburst remix)
8.399999999999999,178.0,5.965001583099999,326,Showdown
8.0,142.0,4.60400009155,83,Yuki no Hana
7.199999999999999,140.0,4.092461586,98,Wicked Fate
8.0,164.0,4.821718215942856,87,Original. -TV Ver-
9.0,200.0,7.005405902864285,159,MOON LIGHT WAVE
6.0,128.0,2.93524980545,87,Elemental World (TV Size)
8.0,180.0,4.247749328614286,87,Zettai Kibou Birthday
8.299999999999999,190.0,5.149181842807142,182,Logic Agent
9.0,165.0,5.476400375364285,297,Remote Control
8.0,195.0,5.620305538178571,180,Otsukimi Recital
8.0,195.0,5.348398208621428,677,OrVid
9.0,179.0,5.8099246025071425,301,tiny lamp
5.0,68.0,3.4856615066499996,224,At Gwanghwamun
8.0,135.0,5.417284965514286,89,RHAPSODY OF BLUE SKY
8.299999999999999,192.0,5.837789535521428,89,Blow out
6.0,170.0,5.515974044799999,114,Proof of the existence
8.0,103.0,4.490911960599999,87,moon river
8.0,80.0,4.087918281557143,302,Ben Se
8.2,87.0,4.836716651914286,266,"Ima, Arukidasu Kimi e."
8.0,194.0,6.186687946321428,115,Completeness Under Incompleteness
8.5,180.0,5.463680267335714,91,Bye Bye YESTERDAY
9.0,173.0,5.3394751548785715,86,Serendipity
6.0,90.0,2.718630075457143,38,Dentist
8.0,168.16,4.295956134792857,190,Kokoronashi
7.0,72.0,3.420830249785714,322,Fuyu no Epilogue
8.5,96.5,5.931758403778571,180,SUPERFLY
8.0,120.0,4.005731582642857,174,Data & Picard
8.2,126.0,3.8978431224857144,56,Kimi ni Todoke
7.0,133.7,3.883393764492857,88,"""Ano Hero to"" Bokura ni Tsuite -noitamina ver.-"
8.0,180.0,4.684287548064286,109,Prism lovely day
7.0,154.0,4.182172775271428,281,Glass no Kutsu
8.0,150.0,4.4084973335285715,301,Liblume
8.5,175.0,5.635433673857143,220,You Say Run
9.0,172.0,5.964384078978571,193,Buriki no Dance
7.0,161.0,4.467202663421428,80,Kimi to Ita Sora
7.0,132.0,3.682074069978571,105,Drawing
7.5,175.0,4.811271667478572,198,Okochama Sensou
8.0,154.0,4.055211067199999,88,Kimi no Hana (TV size)
3.0,53.5,1.1712565422071428,47,Yumemi Gokochi
8.399999999999999,145.0,4.411269664764285,85,a e i u e o ao!!
8.399999999999999,175.0,5.41758823395,116,YELLOW TRICK
9.0,181.0,5.392885684964286,258,Wagamama MIRROR HEART
9.0,195.0,5.839146137235714,375,THE ONE
8.0,128.126,3.971425533292857,187,The One I Love
7.5,138.0,3.82731461525,93,DOA
7.5,132.0,3.4915831089,213,bellow
8.0,190.0,6.309425354007143,301,Get on
8.7,175.0,5.0179233551,86,Gravity -TV MIX-
8.0,185.0,5.335906505585714,329,chrono diver -fragment-
8.7,175.0,5.265855312349999,94,Brave Shine
8.0,140.0,4.411440849307143,304,Nandemo Nedari
8.0,190.0,4.923668861385714,88,Itteki no Eikyou (short ver.)
8.0,107.0,4.258038520814285,197,HOT PINK
8.5,168.0,5.261017799378571,259,Contrail ~Kiseki~
9.0,188.0,5.9965639114357145,297,Yume no Tsubomi
8.0,117.0,3.454472303392857,303,FLIP FLAP FLIP FLAP
8.799999999999999,89.0,5.856115341185714,343,Cruel CRuEL
9.0,195.0,6.156466484071428,302,Extra Mode
8.5,142.0,4.5509672164928565,29,Harumachi Clover
8.0,150.0,4.138980865478572,77,Samurai (Spirix Remix)
8.7,192.0,5.083662033078571,988,Songs Compilation
7.0,146.79,4.214252948764286,168,Sofia (Speed Up Ver.)
9.200000000000001,230.0,6.9136147499071425,219,Yuudachi no Ribbon
7.0,120.0,2.5163748264285712,39,Hashira to JAPARI Man no Uta ANOTHER
8.299999999999999,200.0,6.385804176328572,311,Pluto -Tenderness
8.0,135.0,5.4724621772785715,299,Little Little wish
8.5,134.0,5.535828590392857,90,TOMORROW
8.0,130.0,4.089651107785714,185,TT
8.5,165.0,5.121386051178571,86,Hitorigoto -TV MIX-
8.0,156.0,4.952463626864286,90,Umikaze no Brave (TV Anime Ending Size)
7.0,72.0,3.397655248642857,309,All Alone With You
8.0,118.0,3.8547129631071426,106,H8 U
8.2,87.0,4.855819225314286,173,Slip Away
8.7,180.0,5.495510101321429,100,Something Spicy
8.0,72.5,4.092617988585714,123,Mirror Mirror (Featuring Casey Lee Williams)
8.0,110.0,4.750882625578571,117,Your Love (Manila Killa Remix)
9.0,133.0,5.835825920107142,336,Saifu 'Kamiasobi no Uta'
7.0,164.0,4.648408889771428,190,MIND READER
5.0,104.0,2.17263150215,155,Watashi no Koe
8.0,160.0,4.735224246978571,132,Velocity
5.0,132.0,2.7401542663571425,90,FOREVER HERE
8.0,175.0,4.956122398378571,212,Charon (DJ SEVEN PnB Refix)
8.7,174.0,5.635004520414285,309,Hacking Code
8.299999999999999,162.76,4.939946651457142,84,Hologram
8.6,178.0,5.370330333707142,302,Boku ga Namae o Yobu Hi feat.Mochizuki Souta (CV:Kaji Yuki)
9.200000000000001,180.96,5.8007998466499995,42,Granat
7.5,100.0,4.206864356992857,87,illuminate
8.0,110.0,4.310504436492857,144,DANGEROUS
8.5,180.0,5.316853523257143,299,Toaru Kaizoku Ou no Kimagure
8.2,162.831,4.819432258607143,89,Boku no Friend
6.0,90.0,4.109016895292857,197,Faded
8.5,150.0,4.959471702578571,306,EXEC_SPHILIA/.
8.299999999999999,179.0,5.503032207485714,237,Climber's High!
9.0,115.0,5.7767200469999995,72,Joyful Todays
8.299999999999999,167.0,6.296713829042856,128,Pitch Fucker
9.0,172.0,6.755290508271429,105,Outbreak
7.199999999999999,122.0,3.7790293693571426,298,Let It Snow
8.0,174.0,5.153183460235714,208,Mousou Sketch
8.0,160.0,5.371263027192857,86,Shinzou o Sasageyo! [TV Size]
8.7,115.0,5.362799644471429,175,Outside of Melancholy ~Yuuutsu no Mukougawa~
9.0,230.0,5.807677745821428,94,Yuudachi no Ribbon
8.1,158.0,4.512008666992856,61,Bounce Bounce
7.0,195.0,6.555555343628571,319,The Solace of Oblivion
8.0,183.9,5.115862846371429,88,Recall THE END (Anime ED Version)
9.0,198.0,5.331256866457142,83,Genzaichi
7.0,104.16,4.772584915164285,82,Sweet & Sweet CHERRY
8.5,203.0,5.990223407742857,298,Enantiomorphs
8.0,180.0,5.4323444366428575,92,Aka no Ha
9.299999999999999,186.0,6.159928321835714,110,High Free Spirits vs. DREAM SOLISTER
8.0,163.0,5.001937389371428,204,Shiawase no Otoshimono
9.0,174.0,6.036095619199999,304,"Nirvana(Camellia's ""BinaryHeaven"" Remix)"
8.5,181.0,5.290390491485714,87,Ring Ring Rainbow!! (TV size)
9.0,190.0,6.294761657714285,118,Catch the Moment -Radio Edit ver.-
8.0,100.0,5.9245910644499995,218,Cinderella Syndrome
8.0,170.0,3.4421360492714284,116,snow angel
8.0,161.75,4.55350112915,33,Title Theme
9.0,173.0,5.423042297364286,80,Cry for the Truth(TV edit)
7.0,98.0,2.941449165342857,147,Stronger Than You (Rebecca Sugar feat. Estelle)
9.0,201.0,6.165931701657142,82,Paradisus-Paradoxum
8.0,167.0,4.770781040192857,233,GLORIOUS DAYS
8.0,162.0,4.448978900907143,86,Yumeji Labyrinth
7.0,130.0,3.512946128842857,163,Love Yourself
8.0,164.0,4.990335464478571,305,Hoshikuzu no Ring
8.799999999999999,225.2,5.437422275542858,317,Ringo Uri no Utakata Shoujo
6.199999999999999,75.0,2.6302621364571426,370,Last Smile
7.5,75.0,4.150434970857142,297,Arashi no Atode
8.2,135.0,4.383133411407143,168,HDHR
7.0,127.0,2.744064331057143,33,Ohayou no Asa
6.5,80.0,2.6075811386142855,25,~DISK 1~
7.0,74.0,4.632665157321428,87,Heikousen
6.0,130.0,3.0944728851285714,82,Resuscitated Hope -TVsize-
8.5,210.0,5.836965560914285,345,The Self Surrendered
7.0,128.0,3.4937455654142853,85,Elemental World (TV Size)
7.5,150.0,4.410119533535714,187,Yakusoku no Chikara
8.5,188.0,5.294102668764285,87,Uso no Hibana
7.5,155.0,4.405617713928571,201,Shining / STREAM
8.5,160.0,6.564474582671428,211,Unmei no Dark Side -Rolling Gothic mix
8.5,187.0,5.00225019455,99,"Love Love Sensation short ver,"
8.5,175.0,5.122692584992857,99,Frame of Mind
2.0,75.0,1.7906361818285714,85,Hakanaki Yume
7.3999999999999995,113.0,4.562643527985714,301,Trancing Pulse
9.5,154.0,8.105132103,57,Rampage
8.0,190.0,5.293186187742857,236,Hoshi no Utsuwa ~ Casket of Star
6.5,148.0,2.5970685481999998,52,Road of Resistance
8.6,168.0,5.347413063049999,86,Gabriel Drop Kick
8.5,174.0,5.704920768735714,299,starlights feat. TEA
8.0,190.0,5.0381040573142855,77,Second Limit
8.5,153.0,4.964769840242856,87,Alola!!
7.5,142.0,4.613886356357143,293,Parabola ~Galileo's Dream~
9.0,192.0,6.447739601135714,216,Pochiko no Shiawase na Nichijou (Long Version)
8.5,200.0,5.658201217649999,94,Bokura no Seiza
5.0,110.0,2.802307605742857,94,emotional flutter
7.0,142.0,3.888517141342857,29,Harumachi Clover
8.5,172.0,5.7615404129,298,HAELEQUIN (Extended ver.)
1.7,117.0,1.7085298299785712,303,FLIP FLAP FLIP FLAP
7.0,153.0,3.7736113071428568,88,Colorful. (AnimeVer.)
9.0,190.0,5.411979198457143,260,Catch the Moment
8.0,89.0,5.858208656314285,339,Sakura no Zenya
8.5,200.0,5.59564733505,96,Niiru Renka Chou ~ Ancients
6.8999999999999995,80.0,3.5626161098499995,302,Ben Se
8.399999999999999,170.0,4.931620597842858,86,Youkoso JAPARI PARK e (TV size ver.)
8.5,246.0,6.009713172914285,302,enn
4.5,95.0,1.8223081827142855,109,SAKURA LETTER
5.0,124.0,2.5894813537571424,83,Gabriel no Kazoe Uta
8.299999999999999,180.0,5.15521764755,108,Daisy
9.0,210.0,6.7095065116857135,168,Streaming Heart
7.0,128.0,3.7948968410499995,88,BLAZE
9.0,200.0,6.657862663271428,154,Mousou Kajitsu
8.6,115.0,6.013117790221429,591,Songs Compilation
8.7,174.0,5.12692975997857,65,Ghost
7.5,160.0,4.6649193763714285,92,Jounetsu Utopia
7.5,170.0,4.806889057157143,302,On The Beat (Akira Complex Remix)
9.0,200.0,7.007298469542857,317,Tales of The Destinies
9.0,165.0,5.930219173428571,309,Fall of Fall ~ The Door Into Summer
5.0,68.0,2.9325170517,163,Qing Shen Shen Yu Meng Meng
7.5,174.0,4.789749145507142,152,Ashita e no Tochuu de
8.7,176.0,5.335479736328572,302,Genshi no Yoru ~ Ghostly Eyes
7.3,123.0,3.715989589692857,335,Yurayura
8.0,162.0,4.067818641664285,120,We are Number One
7.0,130.0,3.134018659592857,224,drop pop candy (Multi-Language Version)
6.0,140.0,2.9967637062071426,143,Save ME
8.0,90.0,4.700506687164285,310,Itsumo Kono Basho de
8.0,150.0,4.823394775392857,215,Deep In The Night
4.0,69.0,1.729597330092857,84,Gogo 8-ji
8.0,190.0,5.432798862457142,1997,Living Things
8.0,166.0,5.03385305405,87,Ikken Rakuchaku Goyoujin
8.0,164.0,4.278206825257143,306,See visionS
7.0,142.0,4.214262008664285,188,Geronimo
7.5,189.0,5.0004620552071435,84,Scenario de Reves
8.0,178.0,4.816290855407143,90,Hikari Are (Anime Version)
8.5,110.0,5.506599903107143,313,Sayonara I Love You feat. jyA-Me
8.7,177.98,5.659674644471429,298,Walkuere Attack!
8.0,175.0,5.523596763614286,91,"Oniichan, Motto!"
8.0,140.0,4.83014297485,117,Insaengui Huejeonmongma(ppongjjak ver.)
5.0,128.0,2.25958919525,94,"Fun Fun Fun dayo, Lucky*Star"
8.5,140.0,4.326828479764285,90,East West Wobble
8.299999999999999,166.0,4.804543018342857,304,CLICK(Soleily Remix)
8.799999999999999,244.0,5.547652721407142,312,Moe Ochiru Hokori -Counter raid Another D-
9.200000000000001,227.0,7.241881847357143,183,Sendan Life
8.5,143.95,5.055629253385714,46,Target o Kowase!
10.0,104.5,7.770073413857142,286,Goodbye
8.0,184.0,5.205277442928571,306,Tsubomi (Long Version)
8.299999999999999,180.0,5.490339279171429,174,Koitsubakihime
9.0,140.0,6.103508949278571,458,Uta
8.0,127.0,4.774715423585714,82,Electrodynamics
8.2,164.0,5.425195693971428,178,[A]ddiction
8.0,190.0,5.055560588835714,89,MY LIBERATION
7.0,137.0,3.8063700199142856,302,"Sotsugyou Memories~Sayonara, Anata.~"
8.0,168.0,5.156910896299999,88,Harebare Fanfare
7.0,140.0,3.9277393817928568,44,Step Off Playa
8.0,91.0,5.117899894714285,309,Ideal -tRuE blooD-
7.5,170.0,4.405281543728571,88,Kira Kira
6.0,115.1,2.6493284702285713,126,Grasswalk IN-GAME
7.6,128.0,4.4736733436571425,319,Goodbye To A World
8.5,170.0,5.389781951907143,90,Mugenranbushou(Game size)
8.0,154.0,4.136538505557143,87,Everyday World
8.0,174.0,5.450703144071428,328,Lost in nightmare
7.0,125.0,3.183736562728571,177,Perfect Illusion
8.0,170.0,5.0613160133357145,126,Dajiahao (Erhu ver.)
7.5,134.93,3.9059951305357137,157,Kaze ni Naru
7.5,116.0,3.4207201003999996,119,Candy a Mine
8.0,183.9,5.021772861478571,89,Recall THE END (Anime ED Version)
8.0,148.0,5.650732517242857,114,Xeus
7.0,120.0,2.704049825671428,83,Osoroshii Yashiki
7.0,77.0,4.240584373471428,301,Sayonara dake ga jinsei da
4.0,75.0,1.5435267686857144,49,the girl next door
6.5,120.0,3.075279712678571,65,Applause
8.0,168.0,5.090561389921429,83,Gabriel Drop Kick
6.0,95.0,2.5455055236785715,54,Gozen 7-ji
8.5,182.0,5.709737777707143,227,Sayonara Usotsuki
8.0,190.0,5.327697277071429,1194,THE MEDLEY OF POKEMON RGBY+GSC -3PBs-
8.5,100.0,5.538853645321428,112,TURN DOWN FOR WHAT
8.2,124.0,4.596178054807143,384,Holystone
8.0,145.0,5.487449169157142,89,AMAZING BREAK (TV-size)
8.0,158.0,4.324415206907143,92,Infinia
7.0,72.0,3.93249464035,307,Rokutousei no Yoru
8.0,125.0,5.095623493192857,307,ME!ME!ME! feat. daoko
6.0,74.5,2.6350402832,76,Excessive Love
7.0,93.0,4.274559020992857,198,Blood Sweat & Tears
7.5,130.0,3.9513483047499998,132,eternal feather
7.0,98.0,4.028288841249999,86,INVOKE (TV opening version)
7.0,90.0,2.5255410671214285,324,Shiawase ni Naru Ban
7.0,153.985,3.887152194978571,88,Kimi no Hana (TV size)
8.0,172.0,5.3420910835285715,258,Searchlight
8.5,105.0,5.756727695464286,255,Higurashi no Naku Koro ni
9.0,186.0,6.07142829895,104,Unhappy End World
7.5,260.0,4.059313297271428,50,Vena
9.0,180.0,5.738929748535714,88,Gimme! Revolution
6.0,60.0,2.8443675041214287,224,15 no Yoru
7.0,113.0,3.27788853645,88,Kaze no Naka no Primrose
9.0,178.0,5.603099346164286,85,la la for you
7.5,177.0,3.895080089571428,84,Yasashisa no Riyuu
7.5,139.5,3.9745936393714283,99,The Reach of Darkness
5.5,134.0,2.5345461368571427,43,Habits Of My Heart
8.0,128.0,4.530286312099999,179,Moonlight Sonata
7.6,143.6,3.9799377918214285,102,Novy God (feat. gr. Chernilnoye Nebo)
9.200000000000001,240.0,7.041700363157142,33,TRAUMATIC
8.6,180.0,5.472607612607143,181,Zettai Reido Novatic
8.6,202.0,5.680806159971429,88,Sayonara Ryou Kataomoi
7.0,165.0,5.245760917664286,88,KUMAMIKO DANCING
6.0,104.0,3.8173949718499998,93,You Reposted in the Wrong Neighborhood
7.5,78.0,3.6850385665928567,250,Stars in the rain
7.0,131.0,3.7585935592642854,85,Tsukiakari no Michishirube ~Opening Edition~
7.0,153.0,3.856119632721428,88,Colorful. (AnimeVer.)
7.0,156.0,3.8198769092571423,85,Climber (TV Ver.)
6.0,131.48,3.062772750857143,200,One By One
8.0,188.0,5.738316059114285,87,Uso no Hibana
7.0,77.0,2.817948818207143,32,Emotional Uplifting Orchestral
7.5,110.0,3.7863206863428567,27,Kawaiku Naritai (Short Ver.)
6.0,57.333,3.9805490970642854,213,Baramui Norae
8.0,154.0,4.685855388642857,165,Carrion
8.5,174.0,5.26532793045,187,Wakusei Rabbit (feat. TORIENA)
9.200000000000001,197.0,6.307848453521428,317,fleshbound
9.0,180.0,5.798362731935714,306,Fall of Fall ~ The Door Into Summer
8.299999999999999,155.025,5.279060840607143,356,Bokutachi no Tabi to Epilogue.[Long ver.]
8.0,142.0,3.9773736000071427,29,Harumachi Clover
7.0,122.0,3.5721817016571427,97,Colorful
9.0,200.0,6.018527507778572,398,Through the Fire and Flames
8.799999999999999,180.0,5.696613788607142,87,Ai no Scenario
9.0,191.0,5.990819454192857,97,Kimeta yo Hand in Hand
6.0,72.0,2.283954381942857,84,Rokutousei no Yoru ~TVsize~
8.0,176.88,4.484413146971428,153,This Little Girl (Speed Up Ver.)
8.0,130.0,4.0567317008999995,305,Suki na Uta
7.5,120.0,4.181584358214285,170,Jishou Mushoku
7.0,101.0,3.0741989612571428,67,Yaezakura
8.0,176.0,4.671090126035715,86,Kieru daydream
7.699999999999999,158.0,4.678425788878571,79,Naked Dive (TV Ver.)
9.0,224.0,5.4827818870571425,218,in the Garden
8.0,185.0,4.99292469025,228,Sefure
6.0,125.071,3.2840285301214287,104,Unknown Title
9.299999999999999,188.0,6.308835983278572,87,Uso no Hibana
9.299999999999999,218.0,6.599393367764286,212,Chiisana Koi no Uta
8.0,168.0,4.668605327607143,253,Shikisai
9.0,149.0,6.658316612242857,307,"chrono diver -fragment- (Camellia's ""crossroads of chrono"" remix)"
8.7,200.0,5.593653678892857,80,Kawaranai Sora (TV-version)
8.7,181.0,5.357903480528571,91,Endless Starlight ~Inochi no Kirameki~ (OP ver.)
8.2,240.0,6.243834495542857,62,Sayonara Wonder Noise
7.5,76.0,4.209779262542857,316,everlasting snow
7.0,134.0,3.8533053398142854,248,Hidamari Days
9.0,220.0,6.355193138121429,89,Kai TV Size
8.0,185.0,4.662649631499999,86,Futten Toppa *LOVE IS POWER*
8.0,156.0,4.6941113472,220,Fuantei na Kamisama
8.5,186.0,5.607032775878571,126,Euphorium
8.0,135.0,4.417262554171429,74,Urushi Yoru Yuki
9.200000000000001,228.0,6.864908695221428,132,Texas Is Forever
6.0,84.0,1.8215085267999997,91,affection
9.0,175.0,5.8664393425,334,Necro Fantasia
9.299999999999999,186.0,6.001636028292857,87,Soundscape
7.0,81.333,3.6986229419714283,305,LAST STARDUST
8.5,190.0,5.357343196871429,337,Take
